username,game_company,country,score,age,sex
FSK6AjXi,TiMi,UK,59,18,1
otZKm3Ru,Tencent,CN,34,38,1
Lzihaz3a,NEXON,UK,90,17,0
QrgWxRnD,NEXON,KR,74,16,0
SqaDKp8y,GY,UK,51,28,0
TuQy3dwP,TiMi,KR,43,50,1
AlONBsiX,NETS,KR,96,24,0
NW5N1l2m,NETS,CN,99,10,0
sEfu12Ch,NEXON,UK,89,30,1
Oq3khBt3,Tencent,CN,1,39,1
S7U6q0hU,GY,KR,33,14,1
FqC95Dm4,NETS,CN,89,14,0
N40EXWJ8,TiMi,UK,34,39,0
ARkgEfGo,NETS,KR,73,24,1
CvouFYSK,NEXON,CN,76,19,1
MA85miMM,Tencent,UK,75,15,1
wZn9IxgI,GY,US,83,16,0
8Yr3hoIH,NEXON,US,73,31,1
xrsM12GD,Tencent,UK,62,18,0
IhG1iv1G,Tencent,CN,40,12,1
xBVPtCNZ,Tencent,KR,77,42,0
QwLitnL6,TiMi,UK,11,30,0
oX1X6lgi,NETS,US,61,16,1
5ejBll71,GY,US,96,46,0
sXI4DbEy,Tencent,UK,5,49,1
zgbOqaeq,Tencent,US,6,47,1
0WFR1d8j,NEXON,US,26,22,0
6B5aRY72,GY,CN,73,40,1
wHX7n7UG,TiMi,US,100,24,0
sLucciv9,NEXON,KR,94,47,0
M75sjKsb,GY,KR,58,36,0
l1Bq4Phc,TiMi,US,6,35,0
O9C9xls5,NEXON,KR,65,12,0
ZbfS2L4M,Tencent,UK,12,18,1
wLzzYVTK,Tencent,US,51,20,1
8A1KuSVL,GY,KR,26,32,1
BZwuFVBQ,Tencent,CN,57,45,1
gtrhUTzZ,NEXON,KR,27,24,1
DymZSIoO,TiMi,UK,89,28,1
pfhdPwyU,GY,CN,54,35,1
irP5DqKD,GY,UK,78,23,1
txiucjj2,TiMi,UK,78,30,1
MZAmob1w,GY,CN,97,16,0
BQrIZoQa,NETS,CN,85,13,1
onMScmja,NEXON,CN,59,11,0
IdrrQc53,NETS,CN,94,27,1
dlvPuN7x,GY,US,58,24,0
THHlhvEo,NETS,UK,86,43,1
3dvcs6pE,GY,CN,61,39,0
8cIpM2zV,GY,UK,22,12,1
8WiKF0vI,Tencent,KR,57,40,1
SW6BAmWj,TiMi,CN,79,30,0
fLZAYBUJ,NEXON,CN,64,29,1
MMnrGzL7,NETS,UK,75,32,1
hHvky9sx,TiMi,CN,34,14,1
zwhsPxGY,NEXON,UK,80,48,0
eKccrSb4,Tencent,US,39,30,1
LnjeWt6q,Tencent,KR,39,48,0
4Ymwf7Lc,Tencent,CN,36,35,1
AyFcAqlh,TiMi,US,10,27,0
QIBxyBQ6,TiMi,US,39,46,1
3EsfovvK,GY,UK,53,46,1
Xmpb4Sg9,NEXON,CN,58,11,1
Vzl2lena,GY,UK,79,40,0
AmtSyruO,GY,US,12,45,0
zBNh4rSG,Tencent,KR,95,25,0
QkkrMvw4,NETS,UK,1,33,1
YviIs5cY,Tencent,CN,6,22,1
rMRNjI1h,TiMi,CN,16,46,1
J3EjQ2C0,Tencent,CN,56,46,1
ange8IJw,TiMi,US,77,34,0
JC5knJiX,NEXON,KR,2,30,0
vNA0PPzN,TiMi,UK,42,21,0
lxuavSMC,GY,UK,83,49,0
IdsEqPpR,NETS,US,43,27,1
vQjREAWK,NETS,UK,14,43,0
Q8mjN77S,Tencent,KR,92,33,1
gIYwQava,NEXON,CN,82,44,1
W0U5B2RW,NETS,KR,0,35,1
8vn6yAXS,TiMi,US,0,49,1
WL3OXnwa,NETS,UK,70,31,1
HhklOUjU,GY,UK,83,29,0
2i4Cwe5n,NEXON,UK,93,45,1
cL5TH89h,NETS,UK,28,43,1
bCiu9e0N,NETS,US,91,35,1
XU9xzM3W,NEXON,UK,4,19,1
3RX6xRkw,Tencent,CN,38,28,0
eLCeTBiE,TiMi,US,66,31,1
dUmXkAav,TiMi,US,58,12,0
VKMPltSz,NEXON,CN,65,14,0
0u8Wf68t,NETS,KR,76,44,0
bG02lLJl,NETS,KR,33,13,1
LCzv5YUi,Tencent,KR,30,40,0
HSMmqKsL,NETS,KR,62,13,0
NdLusxpC,GY,UK,59,16,0
4pXbLjHl,TiMi,US,34,13,1
y9MMBupl,Tencent,KR,72,36,1
B4TNxtza,NEXON,CN,32,26,1
BNqFuPPn,NEXON,CN,56,26,1
vzlpPD4A,GY,US,52,23,0
FyO7PlqO,GY,US,16,50,0
Rgla7978,NEXON,CN,21,46,0
Ol8OnhYF,NEXON,CN,12,11,1
r6URn4CV,NETS,KR,36,37,0
WGKLvOi1,Tencent,US,96,37,1
0ey0PpLX,Tencent,CN,31,31,0
EWGlbPEa,GY,KR,40,23,0
Hhsjk2Nb,Tencent,CN,25,21,1
qn6P4xBp,TiMi,US,77,44,1
qraCv5yy,TiMi,CN,89,30,1
i1O96paH,NETS,CN,13,16,1
1t0EoA9S,NETS,KR,69,24,1
SujEtB2q,NETS,KR,89,35,1
Ct4pdUNK,NEXON,US,31,43,1
FCoxOCG0,NEXON,CN,96,10,1
M78Unygs,NETS,US,4,18,1
GzFgCruu,NEXON,UK,10,41,1
NI14QAOH,NEXON,KR,91,37,1
qh9HpaZR,TiMi,KR,57,10,0
mAexfrjT,TiMi,UK,58,16,0
ZhZpGimz,NEXON,KR,78,21,1
okhQaq2O,NEXON,KR,55,39,0
OjP7gjCg,NETS,KR,47,28,1
9d7ywgGP,TiMi,KR,1,42,0
tbNKHLkV,Tencent,CN,7,24,1
oWenZQ7n,TiMi,KR,67,19,1
fUfj8J4b,NEXON,UK,97,10,0
04To4WgT,Tencent,UK,39,47,0
ttHjDdo5,TiMi,US,2,44,1
c7Jh3KcY,Tencent,US,11,41,0
7WNZOIUd,TiMi,US,55,16,0
vzMpp8tY,TiMi,CN,46,26,1
qYpOmDxU,NETS,KR,66,19,0
ABnGyobZ,NEXON,CN,70,27,0
yRs6QUsa,NETS,US,5,38,0
P1IM2DKs,TiMi,US,6,47,0
VT9aqOML,NETS,CN,73,33,0
HjjdOZ5D,GY,UK,71,50,0
h3LNkSgF,NEXON,KR,66,26,0
lf8zfcIU,GY,US,88,35,0
AqYuGjh2,Tencent,UK,16,47,0
hUThWF6z,TiMi,KR,84,16,1
zz49Yv6q,NETS,CN,67,43,1
uxiSpSJg,NEXON,UK,39,44,0
BfJiEjaA,GY,KR,42,22,0
oKhr71yS,TiMi,US,40,30,1
ebzUt3OD,NETS,US,52,39,1
cwqmK4wx,GY,UK,82,34,1
6cm5lXYZ,TiMi,US,14,27,1
myXqk9LV,NEXON,KR,34,33,0
r9umqdSQ,Tencent,KR,34,29,0
8BPSLkz8,Tencent,UK,82,23,1
899TwVCa,GY,KR,81,50,0
0nobbkrn,Tencent,KR,51,23,1
Bmb43pRM,NEXON,UK,15,24,1
6VIybzPg,Tencent,KR,17,32,1
fJ5EcEtG,NETS,US,54,47,0
WAwkmOaJ,GY,US,61,46,0
QlzQ7OFI,NEXON,CN,96,12,0
nPyt13OY,NEXON,CN,77,25,1
tDwQnbKX,Tencent,CN,16,39,1
ETUgZ5cl,Tencent,US,4,39,0
rvfXEs2D,NEXON,UK,45,37,0
G88phUQA,NEXON,KR,48,36,1
m5KyWiMQ,TiMi,CN,45,44,0
nGLHiVck,NETS,CN,0,33,0
DpE1V04e,TiMi,UK,60,34,1
WFz5thh8,NEXON,UK,75,44,0
LpO9Y5Wl,NETS,UK,24,42,1
t9Gwaoyk,GY,US,60,41,1
dT1TScfr,NEXON,US,13,30,1
ppz2Nu6w,NEXON,UK,7,50,0
PiHvkmqt,NEXON,US,4,16,1
swUPFtQB,NEXON,UK,64,36,0
DjIddHc9,NETS,CN,82,14,0
puxUyUcF,GY,UK,23,48,0
xeatWaFe,TiMi,UK,9,36,1
tNVvU1d7,NEXON,KR,57,46,1
5nw4phPl,GY,KR,70,11,1
8fij2G3a,TiMi,UK,43,17,0
aPH6KpmF,NETS,KR,16,16,0
E6OC9ViT,Tencent,US,100,19,0
69BiDYvA,Tencent,KR,53,20,0
vvCrg4xo,TiMi,KR,35,27,1
z6YG1Mno,Tencent,US,17,29,1
u3RCqrR7,Tencent,UK,96,10,1
RHgxDUqT,NETS,KR,50,23,1
XM0pq9sH,GY,UK,33,27,0
uac1iFKS,NEXON,US,67,16,1
uwPPMVBO,NETS,US,68,37,0
zDTj3efv,NETS,CN,72,46,0
ut9chpMY,GY,KR,47,19,0
CWrBGPaT,NEXON,US,65,33,1
F7jWTjCV,NEXON,CN,74,40,1
C6RRCZkR,NETS,KR,66,10,0
2Tt0tMEZ,TiMi,US,77,49,0
c2hCmISv,TiMi,CN,67,19,1
g4I7SB1u,Tencent,KR,93,15,0
OfHzcLhp,NETS,KR,46,27,0
y7yfeBm2,NEXON,US,31,36,0
Jo15MwUC,GY,US,38,47,1
PQmXDasF,TiMi,CN,43,19,0
MirRsfnf,NETS,KR,6,48,1
ouKXN7x3,NETS,US,76,12,0
AGgdWSvf,TiMi,UK,91,43,1
lxptjzUX,TiMi,US,100,17,1
6gdEHE4T,NETS,US,43,50,0
flz6R9ty,TiMi,CN,80,20,1
DBy3nFYe,Tencent,US,16,32,1
QVCnhAP9,GY,KR,93,40,0
Oxopz5gF,NETS,UK,1,19,0
kDKrjaVl,NEXON,CN,63,49,0
MisaUHp4,GY,US,47,28,1
mY00rvYc,NEXON,KR,73,14,0
KgtpwqMe,NETS,KR,49,12,0
fh7wgW5c,NETS,US,69,20,1
3fgFFzEy,NEXON,US,72,45,1
Yz7qdd3p,TiMi,UK,28,42,1
iCuwFTdR,TiMi,KR,65,49,1
v59VFOX6,NETS,KR,95,28,0
1Fvjl0Hv,GY,CN,37,42,0
XiMxy5G9,GY,KR,81,11,0
VSlEtt4I,TiMi,KR,47,26,0
oEX83qyd,Tencent,US,86,13,1
sfKnqXZL,NETS,CN,55,41,1
OtY866v1,NETS,KR,32,23,1
NcX4qrQe,GY,CN,0,10,0
L1ZbFh5t,NETS,US,49,17,1
DdvqEWFh,TiMi,US,14,10,1
BWRVVbF2,GY,CN,15,17,1
PArtNY0b,NETS,US,94,22,0
AI4tk2S4,NETS,US,29,47,1
0V0pQauo,NETS,US,89,11,1
Ye7JdYro,NEXON,UK,5,26,1
UanZytPh,NETS,UK,39,26,0
iB7lMyx2,Tencent,UK,27,21,0
GrCfv2By,Tencent,KR,39,43,1
yMd0OQ4u,GY,UK,37,24,1
OWoVa9OG,Tencent,KR,84,17,1
4gKrzxWe,NETS,UK,78,33,1
pKnVRkHg,NEXON,KR,58,42,1
iVeiSAHz,NETS,US,33,35,0
gC0kXmsF,NETS,UK,22,18,0
OCvAFRmS,NEXON,CN,15,17,0
IVlcouKi,NEXON,KR,16,39,0
eR7dsNRu,NETS,US,45,27,0
qmpgetcj,NEXON,UK,70,16,1
fC7QaAf7,NEXON,KR,49,40,1
cs5Q7yts,Tencent,US,94,50,0
RbK8Mzbd,NEXON,UK,73,46,0
sHTNAilx,TiMi,CN,75,37,0
FCIAqMQx,NEXON,KR,71,18,0
fuEgsqC7,NEXON,KR,52,42,1
bBcA3VWj,Tencent,US,38,14,0
LLG5b7QT,TiMi,CN,37,48,1
eiUAIYMm,NETS,KR,25,13,0
yYQjDMxh,TiMi,UK,51,30,1
2C9KaTea,NEXON,UK,49,47,1
tPNpURsu,GY,KR,77,35,0
S1zzku3p,NETS,UK,87,20,1
5JgdUzGQ,Tencent,US,26,31,0
0Qjjpmbm,GY,KR,56,40,0
H4C0TTEH,TiMi,US,78,24,1
nRP8QKJE,GY,CN,76,20,0
GtnCbXol,TiMi,UK,94,31,0
jhrAPeyj,GY,US,43,37,0
PArAiNHS,NEXON,UK,24,41,0
wMWSLGPI,Tencent,CN,19,15,1
KwtBZZCr,NETS,US,53,23,0
Zd6AZh9W,GY,US,15,38,1
UBFvHu5T,NETS,KR,88,16,1
6cflILg2,GY,UK,94,49,1
sbRR5MlB,NEXON,UK,21,16,1
VwkVm3jB,NETS,UK,25,43,0
X87ukhgv,NETS,KR,62,38,0
g2vL6hlg,TiMi,UK,36,38,1
d0XxjaY5,NEXON,CN,93,14,1
Em5UE9tF,NEXON,KR,64,24,1
WBxDDcIG,Tencent,CN,23,38,0
1WXrnI47,TiMi,UK,89,25,1
plNwqFEP,Tencent,UK,99,28,0
xtNgEK5C,GY,CN,76,47,1
l1dKkcSr,NETS,US,5,17,1
HgzgttY8,NEXON,CN,91,48,0
MKZ0i93F,NEXON,CN,10,44,1
UjUNxfIu,GY,US,93,41,0
NeA3mffG,GY,KR,31,41,1
CFfgbbWu,TiMi,CN,11,37,0
fU3jYhFt,NETS,US,4,25,0
F8Bbzqzt,GY,KR,91,39,1
1ERuvBwd,GY,KR,64,29,1
ptNkv77I,NEXON,UK,11,28,1
POGV9N34,TiMi,UK,65,13,0
TCTruhfD,GY,US,34,34,0
q2BE8tEr,GY,US,36,35,1
FmPNlBt2,NETS,US,48,24,0
r1wxYhd2,GY,UK,100,24,0
YZn6XdUy,TiMi,UK,17,35,1
zgdutACG,Tencent,US,36,50,1
jFXcwwQB,NETS,KR,5,35,1
3J5xNR0F,GY,US,56,26,1
3LePlSfS,NETS,UK,72,19,1
PJXM8jhX,NEXON,CN,18,29,0
c9w5kIlb,NEXON,KR,9,30,1
1izhFY34,Tencent,CN,69,15,0
WPOadZK8,NEXON,KR,78,14,1
GvLsTNox,GY,UK,15,18,1
Y7iITTN1,TiMi,KR,68,13,0
T09Yuhkf,TiMi,CN,8,50,1
IB0UXNmX,NETS,CN,4,29,0
qIirE4YS,GY,KR,40,23,1
l8EmBNiC,TiMi,UK,22,29,1
0s98KZTX,TiMi,KR,77,27,0
XwygdrFX,Tencent,CN,22,47,0
uklTert0,Tencent,US,3,25,1
jld6OwbS,TiMi,UK,21,45,1
oMrlr2uJ,Tencent,KR,44,10,1
wLWwCvc0,NEXON,KR,56,21,0
ThGTjo7q,GY,US,49,45,1
WWW0dHZ5,TiMi,US,56,11,0
78EDLYVm,NEXON,CN,20,29,1
sqs5flLS,TiMi,UK,19,16,0
V4rQhwSH,GY,KR,59,50,1
qcgh9loV,GY,UK,79,19,0
tQsvCkj3,GY,KR,14,38,0
aGTe4vto,NEXON,US,1,44,1
mQwkyRwr,Tencent,US,23,23,1
GVrxRGgy,NEXON,UK,69,15,0
vg6hfFql,GY,KR,11,25,0
d6mcuhev,TiMi,KR,98,26,1
rzo7f8xH,NETS,UK,5,36,1
v4lqUPqG,TiMi,KR,7,44,1
UrSJmVm2,NETS,KR,82,23,0
Kz1x4vrg,TiMi,CN,51,15,0
flJwZfr3,NETS,KR,29,41,0
4Y6fOp8z,TiMi,KR,48,27,1
euMUCPXP,Tencent,US,33,21,1
GnUBmAcP,NEXON,US,73,18,0
PRROPeOk,TiMi,KR,76,38,0
oL26Yfks,NETS,UK,21,21,0
Oy1spIoI,TiMi,CN,40,21,1
4wFlKSKH,TiMi,KR,20,27,1
MQhIs3y6,NETS,US,24,31,1
zD77foqB,NEXON,UK,30,45,1
4F46b7zE,NETS,KR,15,28,1
RizYbHer,Tencent,UK,70,20,1
giympaEq,NETS,UK,77,35,0
lmwIKiBl,TiMi,UK,73,35,1
zJoOU3zm,NETS,US,70,41,0
wcpkTeMO,NETS,KR,66,50,0
Xzm3Byhf,NEXON,CN,87,11,1
jeQ88048,NETS,US,92,25,1
s7YAFoEx,NEXON,US,31,20,1
DmiSQduL,Tencent,UK,64,10,0
fa69L4IM,TiMi,KR,68,22,1
BHnqJyRG,NETS,UK,66,50,0
a7gL973l,Tencent,CN,66,42,0
IwaijiqI,NETS,CN,2,37,1
ebSWiwTQ,TiMi,CN,16,10,0
Xe6cARWP,Tencent,CN,54,21,1
OFME5gON,NEXON,CN,17,15,1
yYIXixzm,NEXON,CN,27,35,0
FYq44p3q,TiMi,CN,57,35,0
AHKhOJCq,TiMi,CN,42,16,1
qr5Ya8Po,TiMi,UK,36,42,0
5ZxM47nG,GY,CN,14,26,1
HKacrNyr,NETS,KR,41,28,1
aKjoUfW5,GY,CN,73,45,0
DE7u8vBm,TiMi,UK,42,21,0
ZxDGcyMW,TiMi,US,63,13,1
8B2RPJi1,Tencent,UK,66,19,1
RFxfEG23,TiMi,UK,16,25,0
K9UFZTku,NETS,KR,43,16,0
glub0oOt,NEXON,KR,5,17,0
Ynu8KePX,NEXON,KR,15,13,1
iL4xKfy8,GY,UK,54,22,0
n6EPRpFH,NETS,US,28,50,0
1hF2PfVN,NETS,UK,29,39,1
NexVVMHs,Tencent,UK,95,34,0
qkxaZ198,NEXON,US,8,21,1
rWPYdrtx,Tencent,CN,52,17,0
ko3Xnnrd,TiMi,KR,89,42,0
pExIOlLP,NETS,KR,56,49,0
14mLlggM,NEXON,CN,4,30,0
gQxSEtXX,Tencent,CN,80,13,0
09jNe3tG,TiMi,KR,68,27,1
6CHcvefD,NETS,UK,26,18,1
moTDPs9i,NEXON,US,75,35,0
bb9mUjfD,TiMi,CN,56,48,0
OsZFsXzH,NETS,KR,55,32,0
DbVcPmYS,Tencent,KR,8,34,1
joEMEB20,Tencent,KR,27,32,0
gnq72ucG,Tencent,UK,69,39,1
MXCG4mzh,NEXON,CN,44,28,0
CshGS1Yo,TiMi,CN,14,34,1
HfINJjX9,GY,US,29,16,0
Lsw8L8sh,NEXON,UK,13,14,0
cGuYHBZK,NEXON,US,68,29,0
F9QGCP8g,NETS,CN,38,13,1
oSkn3AQT,GY,CN,95,48,1
ByM7r23P,NEXON,US,12,26,0
hWFY67t6,Tencent,KR,47,26,1
Ox0T2Kmw,Tencent,KR,18,22,1
stNM8qsO,NEXON,UK,26,35,0
vD1r6Ozr,NETS,US,26,46,0
PSSKvnIC,NETS,UK,10,48,0
Vs7Hmwh4,TiMi,UK,68,35,0
01hAcrRq,Tencent,US,42,17,1
t42ZeXPA,Tencent,US,65,45,1
LVLHynsB,GY,KR,74,12,1
vx5o0Eaq,NEXON,KR,37,16,0
isYkZHBV,TiMi,US,45,24,1
IZqJ06S7,NEXON,KR,62,23,0
YC9Kdj3z,NETS,KR,11,48,0
vA5Ee56u,NETS,US,10,18,0
8hVuE8GF,GY,US,17,14,0
RhYQYgCn,Tencent,CN,93,36,0
0EhGzAe7,GY,KR,48,32,1
YtPafDJF,Tencent,UK,40,28,1
yw2bBaDv,Tencent,KR,7,42,1
mYZEw4Ec,Tencent,KR,96,33,0
9FEEbtM2,NEXON,CN,85,15,0
VpfG6Azr,TiMi,UK,5,18,0
7HOAibcM,GY,US,94,40,0
vhoDRoJB,TiMi,US,20,19,0
nacWTId1,NETS,KR,50,14,0
0BTnpjrI,TiMi,KR,82,31,0
THCs8yvW,Tencent,UK,17,12,1
2gdfSEGG,TiMi,UK,70,10,0
q0uv2SGX,GY,KR,27,31,1
dnz7JRHy,Tencent,CN,17,32,1
uUsDzcxO,TiMi,US,43,42,0
lLpcru79,GY,KR,83,22,1
BF6LQwrw,NEXON,US,10,22,1
zVHY4FRz,NEXON,US,56,44,1
IehO3jZA,Tencent,KR,80,29,0
yvZKwbPN,NETS,UK,63,19,0
Jih5ZU9O,NEXON,KR,94,20,0
WDFqeiJP,GY,UK,56,35,0
X1Qxh2aI,Tencent,US,66,30,1
C2l61p4k,NEXON,US,71,34,0
dqOTtkvD,GY,KR,22,11,0
aX3IWPCy,TiMi,CN,60,50,1
DXNAwixV,GY,KR,79,26,0
eu4blKJ2,TiMi,KR,3,19,0
7kIlun1y,NETS,UK,31,25,1
ZEfHWAPX,NEXON,UK,90,31,1
xhBwXvSr,NETS,CN,41,31,1
Vm0vgNOi,Tencent,CN,79,26,1
0eFoOZbs,Tencent,CN,23,15,1
KQsuAU29,Tencent,KR,34,38,0
NQuU1vUB,Tencent,US,19,48,0
EHEiPvPl,NEXON,UK,93,14,0
gcK2n5KC,NETS,UK,56,19,1
mSdFy6Ao,Tencent,US,96,47,1
v5xuNfJa,GY,UK,84,10,0
NL3hWUbx,NEXON,KR,34,34,0
bQbeOBxH,Tencent,CN,93,37,1
vDk4tlpx,NETS,KR,77,28,1
FGwkKFAp,Tencent,UK,29,48,0
Gct8pv9n,NEXON,US,50,24,1
YSpINbYj,NEXON,KR,88,43,1
dmd1raFb,TiMi,KR,13,31,1
DVQjnEjx,NEXON,CN,98,23,1
6f0xVgxx,GY,CN,64,33,1
S0pNywmq,Tencent,KR,42,17,1
HXdG5Tpf,GY,CN,30,15,1
RTVSaUEa,NETS,CN,24,40,1
7jcXZREV,TiMi,CN,93,36,0
XFYFl7bP,TiMi,US,35,23,1
oI9P9eXc,TiMi,KR,11,14,0
xLxpTZWm,NEXON,US,97,14,0
uV0mjIft,TiMi,CN,43,35,1
xh2SA3sN,NEXON,CN,26,48,1
DliLT2sT,TiMi,CN,39,11,1
ro0zCklI,GY,US,96,34,1
X1GRbeqV,Tencent,UK,54,13,0
To4YtShy,Tencent,CN,29,34,1
5Cqn44yW,NEXON,KR,0,24,1
WFy0oBGF,Tencent,US,41,19,0
OCFKLuYz,TiMi,UK,22,22,0
443GgDzE,NEXON,KR,48,21,0
OkF9PeOm,Tencent,KR,27,23,0
BTYv95Xb,NEXON,US,2,38,0
duPCpoEw,NETS,UK,83,43,1
7b4lNKkd,Tencent,US,74,26,1
OGjeOWER,TiMi,UK,78,49,1
DpOa8eqT,Tencent,UK,22,16,1
SOrFbjDY,Tencent,UK,27,22,1
CX3LStvX,NETS,US,84,22,1
P5w9ZHBJ,TiMi,UK,46,43,1
Y3Dutasv,NETS,KR,64,16,1
32hk6Psk,GY,CN,81,41,1
yvGLDP9G,GY,KR,50,40,0
6HtjkAr8,NETS,UK,92,42,1
ZdCRMcj5,NEXON,UK,15,20,0
JPUrj4ez,NETS,US,67,29,1
SAYfEZJG,NETS,CN,31,11,0
YbHbogYs,TiMi,US,82,41,0
N7ER3e4X,NETS,UK,22,18,1
0kwHthpg,NEXON,UK,21,22,0
JESBRlKc,NETS,CN,47,27,1
6YyFefUc,TiMi,CN,70,38,1
hvSJqvYm,NETS,CN,31,36,1
agGkvBKi,GY,US,61,40,0
a5c2F8au,GY,CN,19,46,0
Zm8q2lIN,TiMi,KR,95,35,0
H6ZGnkEk,NETS,UK,4,31,0
Z9RS9ntc,NEXON,CN,67,25,0
AB3Eg26f,Tencent,CN,25,45,1
xTtx2g45,Tencent,UK,0,42,0
6MIBnyMX,TiMi,US,12,40,1
VyRmtlnT,NETS,UK,87,22,0
wCZcVXWJ,NEXON,US,55,24,0
qxyPG65C,NETS,UK,67,30,1
IXFVFTnV,Tencent,KR,22,32,0
PA2ZYB1y,Tencent,KR,57,21,1
jTDDvziY,Tencent,UK,100,45,0
OVzH6TS8,Tencent,KR,1,32,0
bnoN0qar,NETS,CN,88,28,0
cUnobAyE,Tencent,US,23,45,1
YY26bVhU,GY,KR,80,16,0
H06evxwp,GY,US,3,40,0
ojvyWCRC,NEXON,US,79,11,0
EUatnszo,Tencent,UK,4,49,1
KKOLzqOX,Tencent,US,66,10,1
UD6CIOmV,TiMi,CN,50,46,1
IBa7a8iE,NETS,CN,42,32,1
fptgReWN,NETS,CN,45,16,1
1NicyZwC,NETS,CN,27,42,1
JH0y54Kq,NETS,KR,13,30,1
mGop9xAD,NETS,US,1,35,0
qtAmLpIA,NEXON,CN,73,41,1
wH9mCfF0,GY,US,58,27,1
7DZS9Y0p,NEXON,UK,44,14,1
6bMMLczY,GY,KR,8,40,0
kk0NrPgy,NEXON,KR,76,14,0
oCCsP2mu,GY,US,82,30,0
wKVliaSq,NEXON,UK,3,46,0
1FLIKbYe,GY,US,73,46,0
olwxjKzY,Tencent,KR,96,44,1
W8n5MtLa,NETS,US,75,22,1
8e18b8Jk,GY,US,57,50,0
5uAljOtv,NETS,KR,24,42,1
tJTjcWq0,TiMi,US,2,29,1
DMaz9MLA,GY,KR,48,20,0
kCfLhaxd,GY,CN,12,14,0
vnPEdJrJ,NETS,KR,25,25,1
R74LcWmP,NEXON,KR,59,36,0
OsWRjDCB,GY,KR,25,20,0
mnjyRAJy,NEXON,CN,75,30,0
zqGarHB1,NEXON,US,78,18,1
JXf7N9zB,NETS,US,59,30,0
DHTAKGtw,NEXON,US,79,24,1
tlFkabU8,Tencent,UK,83,41,0
BMLKK49R,TiMi,CN,59,42,1
mFcRbFJq,Tencent,US,96,39,1
U9xzTNXZ,TiMi,KR,80,22,0
i5BXybDZ,Tencent,UK,95,18,1
xfBmlYLA,NETS,KR,92,31,1
gSEhQw5O,NEXON,US,50,44,1
nDXvGskG,NEXON,KR,52,37,1
CEfddLLP,NETS,US,100,48,1
2ezZYU2Y,GY,US,73,11,1
9AYPg3wo,NETS,UK,71,48,1
Eqidw1pg,TiMi,CN,5,40,0
f3OdjBKd,NETS,UK,31,36,0
4G6pesOy,NEXON,CN,72,36,1
2YaGYqkQ,TiMi,CN,14,49,0
fP5zpTxL,GY,US,71,42,1
aMji8d6v,NETS,KR,46,17,0
ZdsZ0kUP,NETS,US,27,21,0
qilBTTsj,TiMi,UK,63,14,1
0cyDIVfp,TiMi,CN,66,46,1
2cAEZXaQ,NETS,US,3,31,0
tLRLi68x,NETS,CN,1,40,1
Yq3ClSi1,TiMi,US,66,27,1
OfdoYkGm,NETS,CN,80,46,1
vntVgNPd,TiMi,US,53,41,0
jN4UxzLa,GY,UK,47,21,1
dOWyMQiW,NETS,KR,47,32,0
xTCu2RKG,GY,CN,91,22,0
UVDT9aYm,Tencent,CN,66,39,0
d8fGLRfo,NETS,CN,12,42,1
pTFPXT5w,NETS,UK,74,33,1
PqR8asGU,GY,KR,3,34,1
L67HjNWQ,GY,KR,61,45,1
GEe9Cafu,NEXON,US,16,19,0
NBB7Eses,GY,CN,9,49,0
ovuAkBcf,NEXON,UK,86,14,0
PcMDdmte,Tencent,KR,14,20,1
XvAe6EWY,NEXON,UK,26,40,0
ANhoDbxW,NEXON,US,14,29,0
WREgpeBs,NETS,CN,83,26,1
1lRLdF85,NETS,KR,11,28,1
77xqteS5,Tencent,US,96,43,0
LvfNFtj9,NETS,US,80,32,0
ctqcSXwy,TiMi,US,36,44,1
F7hYTbtU,NEXON,CN,21,49,0
G0NxaJnC,NEXON,KR,71,28,1
5Hp3YbtR,NETS,US,10,40,0
y3IWcQCL,Tencent,CN,93,40,1
RW3L1qs6,Tencent,US,35,20,0
OoNQDaqM,TiMi,UK,87,46,1
iMHZ1H6Y,Tencent,CN,62,14,0
hmmnzxQs,NEXON,CN,86,33,0
zgqVEoSn,GY,US,12,10,1
xGBvEmlC,NETS,UK,83,45,1
wC4bhz9X,GY,CN,30,34,1
wVWqJ5Bb,GY,US,49,40,1
W4hb6ED2,GY,CN,93,14,1
vp6yyTBX,NETS,KR,27,16,0
9DlHZsjj,Tencent,CN,66,40,1
IMwfEwlx,GY,UK,3,32,1
qijz4cDA,TiMi,CN,2,19,0
Cy576pw1,TiMi,CN,7,41,1
I1xIRN9P,GY,KR,5,32,1
w0h9iSt9,NEXON,UK,32,50,0
jClM8IAQ,GY,UK,78,11,0
t63ScpAB,GY,CN,57,25,0
REq50Js3,NETS,UK,64,13,0
HwBHq8mn,GY,CN,93,31,0
guLS634m,NETS,US,24,38,0
9GmUE5De,NETS,US,14,36,1
ZJ7colqi,NETS,UK,68,29,0
cIBrzEnu,NETS,US,96,42,1
XIiEkbvm,GY,KR,100,43,0
pqvO2EVY,TiMi,CN,53,22,0
gkeRBZfQ,NETS,KR,41,46,0
TpqpcQBx,NEXON,US,38,44,1
0XMZTgTl,GY,UK,11,24,1
PQqTNKYv,TiMi,CN,26,27,0
dqdkzwU3,TiMi,US,52,30,0
mlR6AlHa,GY,CN,43,16,0
KtCaqQp6,NEXON,CN,49,19,1
NuwYUbSu,GY,UK,100,13,1
2gc3T3xq,Tencent,KR,27,50,1
7nRrHXgK,GY,CN,58,18,1
Ab4MwkhV,NEXON,CN,21,16,0
